Order_ID,Customer_ID,Product_ID,Supplier_ID,Warehouse_ID,Order_Date,Ship_Date,Promised_Delivery_Date,Actual_Delivery_Date,Ship_Mode,Carrier,Order_Quantity,Shipped_Quantity,Unit_Price,Unit_Cost,Revenue,COGS,Shipping_Cost,Processing_Days,Transit_Days,Delay_Days,Delivery_Status,Fill_Rate_Pct
ORD109730,CUST00826,PRD1069,SUP004,WH16,2024-10-24,2024-10-27,2024-11-28,2024-11-16,Sea,Maersk,339,339,100.21,57.12,33971.19,19363.68,292.28,3,20,0,On-Time,100
ORD109731,CUST00498,PRD1004,SUP021,WH18,2024-05-11,2024-05-14,2024-05-13,2024-05-15,Same-day,Local Courier,319,319,1379.25,803.31,439980.75,256255.89,1535.51,3,1,2,Slightly Delayed,100
ORD109732,CUST00403,PRD1063,SUP029,WH20,2024-03-27,2024-03-30,2024-04-10,2024-04-10,Rail,Indian Railways Freight,242,242,41.6,23.72,10067.2,5740.24,292.98,3,11,0,On-Time,100
ORD109733,CUST00655,PRD1005,SUP005,WH15,2023-03-12,2023-03-19,2023-03-26,2023-03-25,Road,XPO Logistics,2,2,2054.12,1224.11,4108.24,2448.22,2.9,7,6,0,On-Time,100
ORD109734,CUST00182,PRD1013,SUP011,WH04,2023-06-11,2023-06-13,2023-06-25,2023-06-20,Road,BlueDart,371,371,82.83,49.57,30729.93,18390.47,643.31,2,7,0,On-Time,100
ORD109735,CUST00367,PRD1086,SUP027,WH01,2024-05-12,2024-05-16,2024-05-19,2024-05-21,Air,FedEx,246,246,12.75,9.37,3136.5,2305.02,854.36,4,5,2,Slightly Delayed,100
ORD109736,CUST00445,PRD1083,SUP016,WH19,2024-12-25,2024-12-28,2025-01-01,2024-12-30,Air,UPS Air,85,85,20.41,12.95,1734.85,1100.75,285.7,3,2,0,On-Time,100
ORD109737,CUST00594,PRD1013,SUP011,WH05,2024-01-17,2024-02-03,2024-01-24,2024-02-07,Air,DHL,9,9,82.83,49.57,745.47,446.13,29.1,17,4,14,Delayed,100
ORD109738,CUST00053,PRD1028,SUP002,WH19,2024-01-11,2024-01-14,2024-01-18,2024-01-17,Air,UPS Air,8,8,93.38,53.26,747.04,426.08,30.55,3,3,0,On-Time,100
ORD109739,CUST00104,PRD1012,SUP019,WH03,2024-04-18,2024-04-20,2024-04-25,2024-04-24,Air,UPS Air,66,66,173.41,110.98,11445.06,7324.68,215.45,2,4,0,On-Time,100
ORD109740,CUST00680,PRD1002,SUP008,WH04,2023-07-23,2023-07-24,2023-07-25,2023-07-25,Same-day,Local Courier,175,175,228.68,127.46,40019,22305.5,769.32,1,1,0,On-Time,100
ORD109741,CUST00436,PRD1017,SUP007,WH13,2023-04-11,2023-04-25,2023-04-18,2023-04-27,Air,UPS Air,3,3,11.79,8.43,35.37,25.29,8.75,14,2,9,Delayed,100
ORD109742,CUST00103,PRD1028,SUP032,WH10,2024-07-17,2024-07-21,2024-07-24,2024-07-23,Air,UPS Air,5,4,93.38,53.26,466.9,266.3,18.67,4,2,0,On-Time,97.6
ORD109743,CUST00169,PRD1030,SUP009,WH16,2023-02-08,2023-02-13,2023-02-10,2023-02-14,Same-day,Local Courier,10,10,50.86,32.98,508.6,329.8,46.83,5,1,4,Delayed,100
ORD109744,CUST00423,PRD1082,SUP005,WH17,2024-07-11,2024-07-13,2024-07-25,2024-07-27,Rail,DB Cargo,47,47,22.75,13.92,1069.25,654.24,62.54,2,14,2,Slightly Delayed,100
ORD109745,CUST00693,PRD1080,SUP011,WH14,2024-04-25,2024-04-26,2024-05-09,2024-05-07,Rail,DB Cargo,334,334,11.17,7.65,3730.78,2555.1,440.52,1,11,0,On-Time,100
ORD109746,CUST00334,PRD1026,SUP016,WH10,2023-05-09,2023-05-19,2023-05-16,2023-05-22,Air,DHL,3,3,25.29,17.64,75.87,52.92,12.46,10,3,6,Delayed,100
ORD109747,CUST00552,PRD1031,SUP031,WH19,2024-01-25,2024-02-02,2024-02-08,2024-02-08,Road,Schenker,74,74,93.17,53.63,6894.58,3968.62,101.66,8,6,0,On-Time,100
ORD109748,CUST00387,PRD1034,SUP013,WH14,2024-08-22,2024-08-28,2024-08-29,2024-08-30,Air,UPS Air,4,4,27.03,18,108.12,72,16.44,6,2,1,Slightly Delayed,100
ORD109749,CUST00523,PRD1024,SUP008,WH08,2023-01-30,2023-02-10,2023-02-13,2023-02-19,Road,BlueDart,45,33,992.05,578.91,44642.25,26050.95,58.96,11,9,6,Delayed,73.8
ORD109750,CUST00360,PRD1070,SUP030,WH18,2023-10-19,2023-10-21,2023-11-02,2023-10-29,Road,XPO Logistics,9,9,122.52,90.48,1102.68,814.32,11.33,2,8,0,On-Time,100
ORD109751,CUST00495,PRD1049,SUP009,WH19,2024-05-29,2024-06-06,2024-06-12,2024-06-13,Rail,Indian Railways Freight,99,99,67.1,42.17,6642.9,4174.83,135.88,8,7,1,Slightly Delayed,100
ORD109752,CUST00568,PRD1037,SUP022,WH20,2023-01-18,2023-01-20,2023-01-20,2023-01-21,Same-day,Dunzo Express,1,1,43.06,24.09,43.06,24.09,4.55,2,1,1,Slightly Delayed,100
ORD109753,CUST00327,PRD1000,SUP009,WH02,2023-08-04,2023-08-18,2023-08-11,2023-08-23,Air,DHL,1,1,1170.6,734.28,1170.6,734.28,3.57,14,5,12,Delayed,100
ORD109754,CUST00659,PRD1057,SUP007,WH14,2024-09-14,2024-09-16,2024-09-16,2024-09-17,Same-day,Dunzo Express,10,10,149.05,105.57,1490.5,1055.7,50.76,2,1,1,Slightly Delayed,100
ORD109755,CUST00148,PRD1089,SUP017,WH08,2024-10-23,2024-10-31,2024-11-27,2024-11-22,Sea,MSC,18,18,57.43,37.87,1033.74,681.66,14.6,8,22,0,On-Time,100
ORD109756,CUST00397,PRD1010,SUP018,WH09,2024-06-19,2024-06-23,2024-06-26,2024-06-26,Air,UPS Air,141,89,2260.93,1510.98,318791.13,213048.18,455.69,4,3,0,On-Time,63.8
ORD109757,CUST00097,PRD1064,SUP007,WH03,2023-03-11,2023-03-14,2023-03-25,2023-03-22,Rail,Indian Railways Freight,1,1,91.59,56.02,91.59,56.02,1.15,3,8,0,On-Time,100
ORD109758,CUST00027,PRD1074,SUP013,WH02,2023-06-08,2023-06-11,2023-06-10,2023-06-12,Same-day,Dunzo Express,45,39,34.44,23.74,1549.8,1068.3,228.29,3,1,2,Slightly Delayed,88
ORD109759,CUST01009,PRD1086,SUP027,WH14,2023-06-14,2023-06-16,2023-06-28,2023-06-24,Road,XPO Logistics,63,63,12.75,9.37,803.25,590.31,85.34,2,8,0,On-Time,100
ORD109760,CUST00358,PRD1084,SUP029,WH06,2024-07-01,2024-07-05,2024-07-03,2024-07-06,Same-day,Dunzo Express,1,0,13.55,8.62,13.55,8.62,5.25,4,1,3,Slightly Delayed,89.6
ORD109761,CUST00387,PRD1089,SUP017,WH16,2024-11-16,2024-11-18,2024-11-30,2024-11-19,Road,BlueDart,8,8,57.43,37.87,459.44,302.96,12.73,2,1,0,On-Time,100
ORD109762,CUST00441,PRD1062,SUP024,WH12,2024-11-21,2024-11-25,2024-12-05,2024-12-04,Road,Schenker,4,3,93.55,64.13,374.2,256.52,4.93,4,9,0,On-Time,92.9
ORD109763,CUST00529,PRD1011,SUP022,WH15,2024-05-27,2024-06-01,2024-06-10,2024-06-08,Rail,DB Cargo,1,1,161.02,98.37,161.02,98.37,0.97,5,7,0,On-Time,100
ORD109764,CUST00425,PRD1055,SUP001,WH02,2023-12-22,2023-12-25,2023-12-24,2023-12-26,Same-day,Local Courier,4,2,77.18,54.03,308.72,216.12,22.65,3,1,2,Slightly Delayed,68.4
ORD109765,CUST00426,PRD1012,SUP019,WH14,2023-05-24,2023-05-28,2023-06-07,2023-06-05,Road,XPO Logistics,5,4,173.41,110.98,867.05,554.9,8.77,4,8,0,On-Time,95.7
ORD109766,CUST00161,PRD1076,SUP004,WH11,2024-02-16,2024-02-24,2024-03-22,2024-03-19,Sea,MSC,7,7,21.18,12.56,148.26,87.92,6.66,8,24,0,On-Time,100
ORD109767,CUST00454,PRD1043,SUP004,WH18,2024-11-03,2024-11-04,2024-11-17,2024-11-11,Road,Schenker,186,186,61.99,42.52,11530.14,7908.72,277.52,1,7,0,On-Time,100
ORD109768,CUST00289,PRD1016,SUP012,WH08,2024-10-11,2024-10-15,2024-10-25,2024-10-22,Road,Schenker,1,0,26.05,16.89,26.05,16.89,1.58,4,7,0,On-Time,69.8
ORD109769,CUST00124,PRD1046,SUP006,WH08,2024-01-05,2024-01-08,2024-01-19,2024-01-15,Road,Schenker,5,5,73.67,43.52,368.35,217.6,7.08,3,7,0,On-Time,100
ORD109770,CUST00818,PRD1047,SUP019,WH03,2024-03-09,2024-03-12,2024-03-16,2024-03-15,Air,FedEx,181,181,47.51,28.32,8599.31,5125.92,620.26,3,3,0,On-Time,100
ORD109771,CUST00230,PRD1043,SUP004,WH04,2023-06-04,2023-06-08,2023-06-11,2023-06-11,Air,UPS Air,166,166,61.99,42.52,10290.34,7058.32,587.09,4,3,0,On-Time,100
ORD109772,CUST00226,PRD1053,SUP027,WH05,2024-10-24,2024-10-31,2024-11-07,2024-11-06,Road,Schenker,13,13,75.33,55.49,979.29,721.37,21.98,7,6,0,On-Time,100
ORD109773,CUST00222,PRD1058,SUP013,WH01,2024-10-13,2024-10-20,2024-10-20,2024-10-24,Air,UPS Air,4,2,89.49,63.87,357.96,255.48,14.53,7,4,4,Delayed,70.4
ORD109774,CUST00463,PRD1044,SUP003,WH16,2024-07-17,2024-07-22,2024-07-31,2024-07-30,Road,XPO Logistics,2,2,85.45,54.42,170.9,108.84,2.63,5,8,0,On-Time,100
ORD109775,CUST00257,PRD1087,SUP021,WH07,2024-03-19,2024-03-21,2024-03-21,2024-03-22,Same-day,Local Courier,3,3,19.66,13.75,58.98,41.25,16.09,2,1,1,Slightly Delayed,100
ORD109776,CUST00301,PRD1054,SUP023,WH10,2023-09-07,2023-09-24,2023-09-14,2023-09-25,Air,UPS Air,94,94,69.75,48.04,6556.5,4515.76,370.58,17,1,11,Delayed,100
ORD109777,CUST00179,PRD1070,SUP025,WH11,2024-07-16,2024-07-20,2024-07-23,2024-07-22,Air,DHL,89,58,122.52,90.48,10904.28,8052.72,260.01,4,2,0,On-Time,65.8
ORD109778,CUST00138,PRD1084,SUP016,WH20,2024-06-16,2024-06-21,2024-06-18,2024-06-22,Same-day,Local Courier,375,375,13.55,8.62,5081.25,3232.5,2243.36,5,1,4,Delayed,100
ORD109779,CUST00386,PRD1090,SUP020,WH19,2024-11-16,2024-11-27,2024-11-30,2024-12-07,Rail,DB Cargo,1,1,45.29,25.62,45.29,25.62,1.17,11,10,7,Delayed,100
ORD109780,CUST00412,PRD1074,SUP013,WH07,2024-03-09,2024-03-13,2024-03-16,2024-03-16,Air,FedEx,1,1,34.44,23.74,34.44,23.74,3.12,4,3,0,On-Time,100
ORD109781,CUST00168,PRD1069,SUP004,WH17,2024-11-10,2024-11-12,2024-11-17,2024-11-15,Air,UPS Air,2,2,100.21,57.12,200.42,114.24,8.2,2,3,0,On-Time,100
ORD109782,CUST00598,PRD1062,SUP016,WH17,2024-05-19,2024-05-22,2024-06-02,2024-05-28,Road,XPO Logistics,1,1,93.55,64.13,93.55,64.13,1.39,3,6,0,On-Time,100
ORD109783,CUST00411,PRD1015,SUP017,WH09,2024-03-01,2024-03-05,2024-03-15,2024-03-11,Road,Schenker,2,1,33.19,21.11,66.38,42.22,3.21,4,6,0,On-Time,60.3
ORD109784,CUST00365,PRD1008,SUP018,WH10,2024-07-11,2024-07-14,2024-07-25,2024-07-22,Road,XPO Logistics,8,8,3363.85,2063.1,26910.8,16504.8,13.97,3,8,0,On-Time,100
ORD109785,CUST00438,PRD1082,SUP015,WH07,2024-06-14,2024-06-18,2024-06-21,2024-06-21,Air,FedEx,178,178,22.75,13.92,4049.5,2477.76,549.23,4,3,0,On-Time,100
ORD109786,CUST00430,PRD1036,SUP024,WH08,2024-02-12,2024-02-21,2024-02-26,2024-03-02,Rail,Indian Railways Freight,270,270,46.61,27.97,12584.7,7551.9,320.5,9,10,5,Delayed,100
ORD109787,CUST00300,PRD1042,SUP005,WH02,2023-11-03,2023-11-20,2023-11-17,2023-11-27,Road,BlueDart,5,3,28.61,19.39,143.05,96.95,8.59,17,7,10,Delayed,62.5
ORD109788,CUST01009,PRD1083,SUP016,WH16,2023-07-27,2023-07-28,2023-08-10,2023-08-05,Road,XPO Logistics,34,34,20.41,12.95,693.94,440.3,53.96,1,8,0,On-Time,100
ORD109789,CUST00887,PRD1012,SUP013,WH19,2024-05-31,2024-06-08,2024-06-07,2024-06-11,Air,DHL,10,8,173.41,110.98,1734.1,1109.8,33.82,8,3,4,Delayed,88.6
ORD109790,CUST00061,PRD1024,SUP008,WH02,2024-02-25,2024-02-28,2024-02-27,2024-02-29,Same-day,Dunzo Express,4,4,992.05,578.91,3968.2,2315.64,22.27,3,1,2,Slightly Delayed,100
ORD109791,CUST00171,PRD1044,SUP003,WH04,2024-05-16,2024-05-20,2024-05-30,2024-05-29,Road,XPO Logistics,8,8,85.45,54.42,683.6,435.36,13.53,4,9,0,On-Time,100
ORD109792,CUST00280,PRD1014,SUP004,WH20,2023-03-22,2023-03-30,2023-04-05,2023-04-03,Road,BlueDart,3,3,161.64,100.86,484.92,302.58,5,8,4,0,On-Time,100
ORD109793,CUST00360,PRD1025,SUP020,WH16,2024-04-10,2024-04-15,2024-04-24,2024-04-26,Road,BlueDart,9,6,853.69,490.02,7683.21,4410.18,13.44,5,11,2,Slightly Delayed,77.5
ORD109794,CUST00355,PRD1086,SUP027,WH12,2023-07-19,2023-07-23,2023-08-02,2023-08-03,Road,BlueDart,6,6,12.75,9.37,76.5,56.22,8.64,4,11,1,Slightly Delayed,100
ORD109795,CUST00244,PRD1054,SUP004,WH08,2024-09-04,2024-09-11,2024-09-18,2024-09-17,Rail,Indian Railways Freight,3,3,69.75,48.04,209.25,144.12,3.69,7,6,0,On-Time,100
ORD109796,CUST00320,PRD1039,SUP022,WH14,2024-11-20,2024-11-22,2024-12-04,2024-11-26,Rail,DB Cargo,8,8,57.05,38.41,456.4,307.28,11.06,2,4,0,On-Time,100
ORD109797,CUST00582,PRD1087,SUP026,WH04,2023-12-27,2023-12-31,2024-01-10,2024-01-07,Rail,Indian Railways Freight,2,2,19.66,13.75,39.32,27.5,2.49,4,7,0,On-Time,100
ORD109798,CUST00760,PRD1005,SUP005,WH15,2024-05-25,2024-06-02,2024-06-01,2024-06-04,Air,FedEx,97,68,2054.12,1224.11,199249.64,118738.67,392.36,8,2,3,Slightly Delayed,70.5
ORD109799,CUST00475,PRD1044,SUP003,WH20,2023-11-29,2023-12-07,2023-12-13,2023-12-12,Road,XPO Logistics,4,4,85.45,54.42,341.8,217.68,4.89,8,5,0,On-Time,100
ORD109800,CUST00538,PRD1087,SUP021,WH19,2024-03-17,2024-03-23,2024-03-31,2024-03-30,Rail,Indian Railways Freight,5,5,19.66,13.75,98.3,68.75,6.61,6,7,0,On-Time,100
ORD109801,CUST00622,PRD1072,SUP019,WH07,2024-06-10,2024-06-13,2024-06-24,2024-06-22,Rail,Indian Railways Freight,9,9,17.2,12.09,154.8,108.81,11.3,3,9,0,On-Time,100
ORD109802,CUST00324,PRD1057,SUP026,WH16,2024-02-14,2024-02-18,2024-02-28,2024-02-25,Road,Schenker,2,2,149.05,105.57,298.1,211.14,2.98,4,7,0,On-Time,100
ORD109803,CUST00498,PRD1033,SUP015,WH17,2023-07-03,2023-07-05,2023-07-17,2023-07-12,Road,BlueDart,126,126,47.15,32.52,5940.9,4097.52,213.31,2,7,0,On-Time,100
ORD109804,CUST00557,PRD1065,SUP008,WH09,2023-09-19,2023-09-23,2023-10-24,2023-10-15,Sea,MSC,5,5,272.84,181.03,1364.2,905.15,4,4,22,0,On-Time,100
ORD109805,CUST00439,PRD1087,SUP021,WH17,2024-01-04,2024-01-09,2024-01-06,2024-01-10,Same-day,Dunzo Express,48,48,19.66,13.75,943.68,660,281.16,5,1,4,Delayed,100
ORD109806,CUST00609,PRD1086,SUP027,WH20,2023-08-11,2023-08-26,2023-08-18,2023-08-27,Air,UPS Air,3,3,12.75,9.37,38.25,28.11,10.77,15,1,9,Delayed,100
ORD109807,CUST00391,PRD1014,SUP001,WH04,2023-07-25,2023-07-28,2023-08-08,2023-08-03,Rail,DB Cargo,186,186,161.64,100.86,30065.04,18759.96,192.88,3,6,0,On-Time,100
ORD109808,CUST00859,PRD1040,SUP015,WH14,2024-08-24,2024-09-04,2024-08-31,2024-09-07,Air,FedEx,59,59,35.11,25.69,2071.49,1515.71,235.04,11,3,7,Delayed,100
ORD109809,CUST00405,PRD1063,SUP029,WH14,2024-05-21,2024-05-31,2024-06-04,2024-06-04,Road,BlueDart,5,5,41.6,23.72,208,118.6,6.9,10,4,0,On-Time,100
ORD109810,CUST00192,PRD1016,SUP014,WH13,2024-10-09,2024-10-10,2024-10-23,2024-10-21,Road,BlueDart,5,5,26.05,16.89,130.25,84.45,7.92,1,11,0,On-Time,100
ORD109811,CUST00381,PRD1027,SUP006,WH01,2024-07-25,2024-07-28,2024-08-08,2024-07-30,Road,XPO Logistics,73,73,29.8,18.71,2175.4,1365.83,109.05,3,2,0,On-Time,100
ORD109812,CUST00184,PRD1018,SUP020,WH19,2024-05-23,2024-05-28,2024-05-30,2024-05-30,Air,FedEx,5,5,13.96,8.53,69.8,42.65,14.55,5,2,0,On-Time,100
ORD109813,CUST00225,PRD1062,SUP016,WH18,2024-01-04,2024-01-08,2024-02-08,2024-02-02,Sea,MSC,39,39,93.55,64.13,3648.45,2501.07,30.38,4,25,0,On-Time,100
ORD109814,CUST00284,PRD1061,SUP018,WH19,2023-08-21,2023-08-25,2023-08-28,2023-08-29,Air,UPS Air,58,58,127.91,79.95,7418.78,4637.1,229.12,4,4,1,Slightly Delayed,100
ORD109815,CUST00524,PRD1005,SUP005,WH16,2024-06-23,2024-07-01,2024-06-30,2024-07-03,Air,FedEx,10,10,2054.12,1224.11,20541.2,12241.1,39.16,8,2,3,Slightly Delayed,100
ORD109816,CUST00323,PRD1068,SUP031,WH15,2024-06-11,2024-06-13,2024-06-13,2024-06-14,Same-day,Local Courier,7,7,326.94,235.57,2288.58,1648.99,31.01,2,1,1,Slightly Delayed,100
ORD109817,CUST00571,PRD1075,SUP004,WH20,2024-07-15,2024-07-17,2024-07-22,2024-07-20,Air,FedEx,16,16,26.18,17.97,418.88,287.52,55.5,2,3,0,On-Time,100
ORD109818,CUST00075,PRD1003,SUP011,WH19,2023-09-15,2023-09-24,2023-09-22,2023-09-28,Air,DHL,9,9,283.88,197.22,2554.92,1774.98,36.74,9,4,6,Delayed,100
ORD109819,CUST00666,PRD1070,SUP025,WH13,2023-11-10,2023-11-13,2023-11-24,2023-11-22,Road,Schenker,79,79,122.52,90.48,9679.08,7147.92,108.31,3,9,0,On-Time,100
ORD109820,CUST00337,PRD1082,SUP005,WH19,2024-12-01,2024-12-03,2024-12-15,2024-12-13,Rail,DB Cargo,79,59,22.75,13.92,1797.25,1099.68,77.83,2,10,0,On-Time,75.7
ORD109821,CUST00291,PRD1083,SUP016,WH18,2023-05-13,2023-05-18,2023-05-27,2023-05-22,Road,XPO Logistics,100,100,20.41,12.95,2041,1295,149.13,5,4,0,On-Time,100
ORD109822,CUST00584,PRD1081,SUP001,WH11,2024-07-01,2024-07-06,2024-07-08,2024-07-10,Air,UPS Air,4,2,22.49,14.73,89.96,58.92,13.51,5,4,2,Slightly Delayed,69.2
ORD109823,CUST00158,PRD1048,SUP009,WH03,2024-04-25,2024-05-02,2024-05-09,2024-05-07,Road,XPO Logistics,4,3,53.73,32.87,214.92,131.48,6.52,7,5,0,On-Time,92
ORD109824,CUST00071,PRD1008,SUP001,WH05,2023-05-12,2023-05-14,2023-05-19,2023-05-15,Air,DHL,316,316,3363.85,2063.1,1062976.6,651939.6,1186.5,2,1,0,On-Time,100
ORD109825,CUST00711,PRD1052,SUP028,WH05,2024-03-15,2024-03-17,2024-03-22,2024-03-20,Air,UPS Air,331,331,102.88,63.67,34053.28,21074.77,1307.65,2,3,0,On-Time,100
ORD109826,CUST00347,PRD1047,SUP032,WH02,2023-04-16,2023-04-19,2023-04-23,2023-04-22,Air,UPS Air,87,58,47.51,28.32,4133.37,2463.84,316.63,3,3,0,On-Time,66.9
ORD109827,CUST00144,PRD1052,SUP028,WH18,2023-12-23,2023-12-27,2024-01-06,2024-01-06,Road,Schenker,4,4,102.88,63.67,411.52,254.68,5.92,4,10,0,On-Time,100
ORD109828,CUST00245,PRD1090,SUP020,WH08,2024-02-21,2024-02-25,2024-03-06,2024-03-03,Road,Schenker,319,319,45.29,25.62,14447.51,8172.78,446.39,4,7,0,On-Time,100
ORD109829,CUST00710,PRD1026,SUP016,WH07,2023-08-03,2023-08-28,2023-08-17,2023-09-05,Rail,Indian Railways Freight,4,4,25.29,17.64,101.16,70.56,5.68,25,8,19,Delayed,100
ORD109830,CUST00450,PRD1002,SUP008,WH15,2023-10-16,2023-10-17,2023-10-30,2023-10-23,Road,BlueDart,79,79,228.68,127.46,18065.72,10069.34,127.32,1,6,0,On-Time,100
ORD109831,CUST00127,PRD1075,SUP004,WH10,2024-03-28,2024-03-31,2024-05-02,2024-05-04,Sea,CMA CGM,58,58,26.18,17.97,1518.44,1042.26,49.98,3,34,2,Slightly Delayed,100
ORD109832,CUST00102,PRD1043,SUP004,WH16,2023-05-14,2023-05-15,2023-05-28,2023-05-29,Rail,Indian Railways Freight,73,73,61.99,42.52,4525.27,3103.96,94.88,1,14,1,Slightly Delayed,100
ORD109833,CUST00899,PRD1088,SUP021,WH19,2024-08-30,2024-09-01,2024-09-06,2024-09-03,Air,DHL,344,344,68.52,38.51,23570.88,13247.44,995.53,2,2,0,On-Time,100
ORD109834,CUST00716,PRD1057,SUP007,WH05,2024-06-27,2024-06-29,2024-07-11,2024-07-04,Road,XPO Logistics,22,13,149.05,105.57,3279.1,2322.54,28.12,2,5,0,On-Time,63.6
ORD109835,CUST00146,PRD1027,SUP006,WH12,2024-03-05,2024-03-09,2024-03-19,2024-03-17,Rail,DB Cargo,1,1,29.8,18.71,29.8,18.71,0.96,4,8,0,On-Time,100
ORD109836,CUST00861,PRD1087,SUP021,WH07,2023-01-19,2023-01-20,2023-01-26,2023-01-23,Air,DHL,8,8,19.66,13.75,157.28,110,31.11,1,3,0,On-Time,100
ORD109837,CUST00726,PRD1035,SUP020,WH20,2023-06-27,2023-06-30,2023-07-11,2023-07-18,Rail,DB Cargo,76,76,57.68,38.57,4383.68,2931.32,89.99,3,18,7,Delayed,100
ORD109838,CUST00295,PRD1047,SUP032,WH19,2023-01-27,2023-02-01,2023-02-10,2023-02-12,Rail,Indian Railways Freight,2,2,47.51,28.32,95.02,56.64,2.21,5,11,2,Slightly Delayed,100
ORD109839,CUST00577,PRD1036,SUP027,WH02,2023-05-16,2023-05-18,2023-05-30,2023-05-26,Road,BlueDart,7,7,46.61,27.97,326.27,195.79,9.3,2,8,0,On-Time,100
ORD109840,CUST00671,PRD1053,SUP027,WH12,2023-10-09,2023-10-11,2023-10-23,2023-10-18,Road,Schenker,323,323,75.33,55.49,24331.59,17923.27,565.15,2,7,0,On-Time,100
ORD109841,CUST00096,PRD1008,SUP001,WH14,2024-01-02,2024-01-04,2024-01-04,2024-01-05,Same-day,Local Courier,3,2,3363.85,2063.1,10091.55,6189.3,16.24,2,1,1,Slightly Delayed,71.7
ORD109842,CUST00427,PRD1073,SUP032,WH01,2024-02-08,2024-02-15,2024-02-22,2024-02-20,Road,XPO Logistics,1,1,36.35,21.88,36.35,21.88,1.63,7,5,0,On-Time,100
ORD109843,CUST00764,PRD1059,SUP029,WH16,2023-06-13,2023-06-16,2023-06-15,2023-06-17,Same-day,Dunzo Express,4,3,149.81,85.86,599.24,343.44,16.5,3,1,2,Slightly Delayed,75.1
ORD109844,CUST00403,PRD1055,SUP007,WH20,2024-03-24,2024-03-30,2024-04-07,2024-04-08,Road,Schenker,270,196,77.18,54.03,20838.6,14588.1,382.58,6,9,1,Slightly Delayed,72.8
ORD109845,CUST00892,PRD1083,SUP016,WH06,2023-01-20,2023-01-24,2023-02-03,2023-02-01,Road,XPO Logistics,74,74,20.41,12.95,1510.34,958.3,131.69,4,8,0,On-Time,100
ORD109846,CUST00568,PRD1006,SUP025,WH20,2023-11-25,2023-11-27,2023-12-09,2023-12-03,Road,XPO Logistics,7,7,1746.8,1262.76,12227.6,8839.32,9.81,2,6,0,On-Time,100
ORD109847,CUST00796,PRD1079,SUP011,WH08,2023-02-07,2023-02-11,2023-02-14,2023-02-13,Air,DHL,9,9,3.59,2.37,32.31,21.33,30.08,4,2,0,On-Time,100
ORD109848,CUST00390,PRD1077,SUP027,WH19,2023-08-27,2023-08-30,2023-08-29,2023-08-31,Same-day,Local Courier,351,351,7.97,4.6,2797.47,1614.6,1826.72,3,1,2,Slightly Delayed,100
ORD109849,CUST00504,PRD1015,SUP022,WH16,2024-12-09,2024-12-13,2024-12-23,2024-12-17,Road,XPO Logistics,4,4,33.19,21.11,132.76,84.44,5.13,4,4,0,On-Time,100
ORD109850,CUST00457,PRD1032,SUP017,WH17,2024-08-18,2024-08-22,2024-09-01,2024-08-25,Road,BlueDart,3,3,31.93,20.21,95.79,60.63,4.77,4,3,0,On-Time,100
ORD109851,CUST00244,PRD1028,SUP032,WH01,2024-09-13,2024-09-25,2024-09-20,2024-09-26,Air,DHL,4,4,93.38,53.26,373.52,213.04,15.96,12,1,6,Delayed,100
ORD109852,CUST00647,PRD1007,SUP030,WH15,2024-05-02,2024-05-03,2024-05-16,2024-05-16,Rail,DB Cargo,9,9,1423.29,1015.08,12809.61,9135.72,12.95,1,13,0,On-Time,100
ORD109853,CUST00512,PRD1086,SUP013,WH13,2023-10-01,2023-10-04,2023-10-15,2023-10-09,Road,BlueDart,3,2,12.75,9.37,38.25,28.11,3.92,3,5,0,On-Time,67.2
ORD109854,CUST00186,PRD1043,SUP004,WH14,2023-06-18,2023-06-21,2023-07-02,2023-06-26,Road,BlueDart,280,280,61.99,42.52,17357.2,11905.6,344,3,5,0,On-Time,100
ORD109855,CUST00431,PRD1016,SUP012,WH16,2024-03-29,2024-04-01,2024-04-12,2024-04-07,Road,BlueDart,8,8,26.05,16.89,208.4,135.12,12.21,3,6,0,On-Time,100
ORD109856,CUST00250,PRD1058,SUP013,WH17,2024-03-25,2024-04-07,2024-04-29,2024-05-01,Sea,MSC,49,49,89.49,63.87,4385.01,3129.63,35.45,13,24,2,Slightly Delayed,100
ORD109857,CUST00098,PRD1053,SUP027,WH17,2023-04-26,2023-04-29,2023-05-31,2023-05-27,Sea,Maersk,7,7,75.33,55.49,527.31,388.43,6.58,3,28,0,On-Time,100
ORD109858,CUST00161,PRD1068,SUP031,WH19,2024-01-20,2024-01-22,2024-02-03,2024-01-24,Road,XPO Logistics,6,5,326.94,235.57,1961.64,1413.42,9.89,2,2,0,On-Time,88.2
ORD109859,CUST00295,PRD1076,SUP031,WH05,2024-12-07,2024-12-08,2025-01-11,2024-12-27,Sea,Maersk,3,3,21.18,12.56,63.54,37.68,2.76,1,19,0,On-Time,100
ORD109860,CUST00146,PRD1067,SUP027,WH11,2023-04-24,2023-05-02,2023-05-08,2023-05-05,Road,BlueDart,3,3,475.72,279.68,1427.16,839.04,4.87,8,3,0,On-Time,100
ORD109861,CUST00487,PRD1031,SUP031,WH20,2023-04-28,2023-05-02,2023-05-05,2023-05-07,Air,FedEx,3,3,93.17,53.63,279.51,160.89,12.28,4,5,2,Slightly Delayed,100
